topic,topic2,Topic,primary_party,sign,N,P,measure,threshold,label_Y_position,Label
docs,docs,Belief Trump Mishandled Documents,Republican,1,67,0.07181136120042872,Counterfactual,0.21,0.9640943193997856,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,9,0.009868421052631578,Counterfactual,0.21,0.004934210526315789,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,795,0.8717105263157895,Counterfactual,0.21,0.44572368421052627,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,108,0.11842105263157894,Counterfactual,0.21,0.9407894736842105,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,14,0.03617571059431524,Counterfactual,0.21,0.01808785529715762,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,336,0.8682170542635659,Counterfactual,0.21,0.4702842377260982,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,37,0.09560723514211886,Counterfactual,0.21,0.9521963824289406,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.21,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,809,0.9794188861985472,Counterfactual,0.21,0.4969733656174334,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,11,0.013317191283292978,Counterfactual,0.21,0.9933414043583535,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,14,0.0392156862745098,Counterfactual,0.21,0.0196078431372549,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,328,0.9187675070028011,Counterfactual,0.21,0.4985994397759103,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,15,0.04201680672268908,Counterfactual,0.21,0.9789915966386553,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,29,0.029927760577915376,Counterfactual,0.21,0.014963880288957688,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,927,0.9566563467492261,Counterfactual,0.21,0.5082559339525283,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,13,0.013415892672858616,Counterfactual,0.21,0.9932920536635707,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,22,0.023579849946409433,Counterfactual,0.22,0.011789924973204717,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,850,0.9110396570203644,Counterfactual,0.22,0.47909967845659157,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,61,0.06538049303322616,Counterfactual,0.22,0.9673097534833868,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,9,0.009868421052631578,Counterfactual,0.22,0.004934210526315789,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,801,0.8782894736842105,Counterfactual,0.22,0.4490131578947368,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,102,0.1118421052631579,Counterfactual,0.22,0.9440789473684209,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,14,0.03617571059431524,Counterfactual,0.22,0.01808785529715762,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,338,0.8733850129198967,Counterfactual,0.22,0.4728682170542636,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,35,0.09043927648578812,Counterfactual,0.22,0.9547803617571059,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.22,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,809,0.9794188861985472,Counterfactual,0.22,0.4969733656174334,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,11,0.013317191283292978,Counterfactual,0.22,0.9933414043583535,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,13,0.036414565826330535,Counterfactual,0.22,0.018207282913165267,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,330,0.9243697478991597,Counterfactual,0.22,0.49859943977591037,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,14,0.0392156862745098,Counterfactual,0.22,0.9803921568627451,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,29,0.029927760577915376,Counterfactual,0.22,0.014963880288957688,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,929,0.9587203302373581,Counterfactual,0.22,0.5092879256965944,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,11,0.011351909184726523,Counterfactual,0.22,0.9943240454076367,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,22,0.023579849946409433,Counterfactual,0.23,0.011789924973204717,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,851,0.9121114683815649,Counterfactual,0.23,0.4796355841371918,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,60,0.06430868167202572,Counterfactual,0.23,0.9678456591639871,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,9,0.009868421052631578,Counterfactual,0.23,0.004934210526315789,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,802,0.8793859649122807,Counterfactual,0.23,0.4495614035087719,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,101,0.11074561403508772,Counterfactual,0.23,0.9446271929824561,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,14,0.03617571059431524,Counterfactual,0.23,0.01808785529715762,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,338,0.8733850129198967,Counterfactual,0.23,0.4728682170542636,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,35,0.09043927648578812,Counterfactual,0.23,0.9547803617571059,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.23,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,809,0.9794188861985472,Counterfactual,0.23,0.4969733656174334,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,11,0.013317191283292978,Counterfactual,0.23,0.9933414043583535,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,13,0.036414565826330535,Counterfactual,0.23,0.018207282913165267,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,330,0.9243697478991597,Counterfactual,0.23,0.49859943977591037,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,14,0.0392156862745098,Counterfactual,0.23,0.9803921568627451,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,29,0.029927760577915376,Counterfactual,0.23,0.014963880288957688,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,929,0.9587203302373581,Counterfactual,0.23,0.5092879256965944,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,11,0.011351909184726523,Counterfactual,0.23,0.9943240454076367,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,22,0.023579849946409433,Counterfactual,0.24,0.011789924973204717,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,851,0.9121114683815649,Counterfactual,0.24,0.4796355841371918,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,60,0.06430868167202572,Counterfactual,0.24,0.9678456591639871,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,9,0.009868421052631578,Counterfactual,0.24,0.004934210526315789,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,804,0.881578947368421,Counterfactual,0.24,0.45065789473684204,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,99,0.10855263157894737,Counterfactual,0.24,0.9457236842105262,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,14,0.03617571059431524,Counterfactual,0.24,0.01808785529715762,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,338,0.8733850129198967,Counterfactual,0.24,0.4728682170542636,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,35,0.09043927648578812,Counterfactual,0.24,0.9547803617571059,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.24,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,809,0.9794188861985472,Counterfactual,0.24,0.4969733656174334,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,11,0.013317191283292978,Counterfactual,0.24,0.9933414043583535,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,13,0.036414565826330535,Counterfactual,0.24,0.018207282913165267,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,331,0.927170868347339,Counterfactual,0.24,0.5,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,13,0.036414565826330535,Counterfactual,0.24,0.9817927170868347,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,28,0.02889576883384933,Counterfactual,0.24,0.014447884416924664,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,932,0.9618163054695562,Counterfactual,0.24,0.5098039215686274,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,9,0.009287925696594427,Counterfactual,0.24,0.9953560371517027,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,20,0.021436227224008574,Counterfactual,0.25,0.010718113612004287,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,857,0.9185423365487674,Counterfactual,0.25,0.4807073954983923,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,56,0.06002143622722401,Counterfactual,0.25,0.969989281886388,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,9,0.009868421052631578,Counterfactual,0.25,0.004934210526315789,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,811,0.8892543859649122,Counterfactual,0.25,0.45449561403508765,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,92,0.10087719298245613,Counterfactual,0.25,0.9495614035087718,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,14,0.03617571059431524,Counterfactual,0.25,0.01808785529715762,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,341,0.8811369509043928,Counterfactual,0.25,0.47674418604651164,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,32,0.082687338501292,Counterfactual,0.25,0.958656330749354,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.25,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,810,0.9806295399515739,Counterfactual,0.25,0.4975786924939467,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,10,0.012106537530266344,Counterfactual,0.25,0.9939467312348669,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,13,0.036414565826330535,Counterfactual,0.25,0.018207282913165267,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,333,0.9327731092436975,Counterfactual,0.25,0.5028011204481793,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,11,0.03081232492997199,Counterfactual,0.25,0.9845938375350141,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,26,0.026831785345717233,Counterfactual,0.25,0.013415892672858616,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,934,0.9638802889576883,Counterfactual,0.25,0.5087719298245614,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,9,0.009287925696594427,Counterfactual,0.25,0.9953560371517027,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,20,0.021436227224008574,Counterfactual,0.26,0.010718113612004287,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,862,0.9239013933547695,Counterfactual,0.26,0.4833869239013934,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,51,0.05466237942122187,Counterfactual,0.26,0.9726688102893891,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.26,0.003837719298245614,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,826,0.9057017543859649,Counterfactual,0.26,0.4605263157894737,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,79,0.08662280701754387,Counterfactual,0.26,0.9566885964912281,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,12,0.031007751937984496,Counterfactual,0.26,0.015503875968992248,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,352,0.9095607235142119,Counterfactual,0.26,0.4857881136950904,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,23,0.059431524547803614,Counterfactual,0.26,0.9702842377260982,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.26,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,813,0.9842615012106537,Counterfactual,0.26,0.4993946731234866,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,7,0.00847457627118644,Counterfactual,0.26,0.9957627118644067,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,11,0.03081232492997199,Counterfactual,0.26,0.015406162464985995,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,336,0.9411764705882353,Counterfactual,0.26,0.5014005602240896,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,10,0.028011204481792718,Counterfactual,0.26,0.9859943977591037,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,25,0.025799793601651185,Counterfactual,0.26,0.012899896800825593,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,936,0.9659442724458205,Counterfactual,0.26,0.5087719298245614,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,8,0.008255933952528379,Counterfactual,0.26,0.9958720330237358,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,17,0.01822079314040729,Counterfactual,0.27,0.009110396570203644,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,868,0.9303322615219721,Counterfactual,0.27,0.4833869239013933,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,48,0.05144694533762058,Counterfactual,0.27,0.9742765273311897,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.27,0.003837719298245614,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,828,0.9078947368421053,Counterfactual,0.27,0.4616228070175439,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,77,0.08442982456140351,Counterfactual,0.27,0.9577850877192983,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,10,0.025839793281653745,Counterfactual,0.27,0.012919896640826873,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,354,0.9147286821705426,Counterfactual,0.27,0.48320413436692505,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,23,0.059431524547803614,Counterfactual,0.27,0.9702842377260982,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.27,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,813,0.9842615012106537,Counterfactual,0.27,0.4993946731234866,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,7,0.00847457627118644,Counterfactual,0.27,0.9957627118644067,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,8,0.022408963585434174,Counterfactual,0.27,0.011204481792717087,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,339,0.9495798319327731,Counterfactual,0.27,0.49719887955182074,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,10,0.028011204481792718,Counterfactual,0.27,0.9859943977591037,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,25,0.025799793601651185,Counterfactual,0.27,0.012899896800825593,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,937,0.9669762641898865,Counterfactual,0.27,0.5092879256965944,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,7,0.007223942208462332,Counterfactual,0.27,0.9963880288957688,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,17,0.01822079314040729,Counterfactual,0.28,0.009110396570203644,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,869,0.9314040728831725,Counterfactual,0.28,0.4839228295819935,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,47,0.05037513397642015,Counterfactual,0.28,0.9748124330117898,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.28,0.003837719298245614,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,831,0.9111842105263158,Counterfactual,0.28,0.46326754385964913,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,74,0.08114035087719298,Counterfactual,0.28,0.9594298245614035,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,10,0.025839793281653745,Counterfactual,0.28,0.012919896640826873,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,355,0.917312661498708,Counterfactual,0.28,0.4844961240310078,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,22,0.056847545219638244,Counterfactual,0.28,0.9715762273901809,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.28,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,813,0.9842615012106537,Counterfactual,0.28,0.4993946731234866,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,7,0.00847457627118644,Counterfactual,0.28,0.9957627118644067,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,8,0.022408963585434174,Counterfactual,0.28,0.011204481792717087,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,339,0.9495798319327731,Counterfactual,0.28,0.49719887955182074,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,10,0.028011204481792718,Counterfactual,0.28,0.9859943977591037,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,24,0.02476780185758514,Counterfactual,0.28,0.01238390092879257,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,938,0.9680082559339526,Counterfactual,0.28,0.5087719298245614,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,7,0.007223942208462332,Counterfactual,0.28,0.9963880288957688,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,17,0.01822079314040729,Counterfactual,0.29,0.009110396570203644,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,871,0.9335476956055734,Counterfactual,0.29,0.48499464094319394,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,45,0.04823151125401929,Counterfactual,0.29,0.9758842443729903,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.29,0.003837719298245614,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,832,0.9122807017543859,Counterfactual,0.29,0.4638157894736842,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,73,0.0800438596491228,Counterfactual,0.29,0.9599780701754386,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,10,0.025839793281653745,Counterfactual,0.29,0.012919896640826873,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,355,0.917312661498708,Counterfactual,0.29,0.4844961240310078,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,22,0.056847545219638244,Counterfactual,0.29,0.9715762273901809,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.29,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,813,0.9842615012106537,Counterfactual,0.29,0.4993946731234866,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,7,0.00847457627118644,Counterfactual,0.29,0.9957627118644067,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,8,0.022408963585434174,Counterfactual,0.29,0.011204481792717087,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,339,0.9495798319327731,Counterfactual,0.29,0.49719887955182074,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,10,0.028011204481792718,Counterfactual,0.29,0.9859943977591037,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,24,0.02476780185758514,Counterfactual,0.29,0.01238390092879257,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,939,0.9690402476780186,Counterfactual,0.29,0.5092879256965943,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,6,0.006191950464396285,Counterfactual,0.29,0.9969040247678017,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,17,0.01822079314040729,Counterfactual,0.3,0.009110396570203644,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,874,0.9367631296891747,Counterfactual,0.3,0.4866023579849946,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,42,0.04501607717041801,Counterfactual,0.3,0.977491961414791,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.3,0.003837719298245614,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,835,0.9155701754385965,Counterfactual,0.3,0.4654605263157895,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,70,0.07675438596491228,Counterfactual,0.3,0.9616228070175439,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,9,0.023255813953488372,Counterfactual,0.3,0.011627906976744186,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,357,0.9224806201550387,Counterfactual,0.3,0.4844961240310078,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,21,0.05426356589147287,Counterfactual,0.3,0.9728682170542635,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.3,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,813,0.9842615012106537,Counterfactual,0.3,0.4993946731234866,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,7,0.00847457627118644,Counterfactual,0.3,0.9957627118644067,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,8,0.022408963585434174,Counterfactual,0.3,0.011204481792717087,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,339,0.9495798319327731,Counterfactual,0.3,0.49719887955182074,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,10,0.028011204481792718,Counterfactual,0.3,0.9859943977591037,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,24,0.02476780185758514,Counterfactual,0.3,0.01238390092879257,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,939,0.9690402476780186,Counterfactual,0.3,0.5092879256965943,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,6,0.006191950464396285,Counterfactual,0.3,0.9969040247678017,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,17,0.01822079314040729,Counterfactual,0.31,0.009110396570203644,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,877,0.939978563772776,Counterfactual,0.31,0.48821007502679525,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,39,0.04180064308681672,Counterfactual,0.31,0.9790996784565916,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.31,0.003837719298245614,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,844,0.9254385964912281,Counterfactual,0.31,0.47039473684210525,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,61,0.0668859649122807,Counterfactual,0.31,0.9665570175438597,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,9,0.023255813953488372,Counterfactual,0.31,0.011627906976744186,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,357,0.9224806201550387,Counterfactual,0.31,0.4844961240310078,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,21,0.05426356589147287,Counterfactual,0.31,0.9728682170542635,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.31,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,813,0.9842615012106537,Counterfactual,0.31,0.4993946731234866,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,7,0.00847457627118644,Counterfactual,0.31,0.9957627118644067,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,6,0.01680672268907563,Counterfactual,0.31,0.008403361344537815,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,342,0.957983193277311,Counterfactual,0.31,0.49579831932773116,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,9,0.025210084033613446,Counterfactual,0.31,0.9873949579831933,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,21,0.021671826625386997,Counterfactual,0.31,0.010835913312693499,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,942,0.9721362229102167,Counterfactual,0.31,0.5077399380804954,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,6,0.006191950464396285,Counterfactual,0.31,0.9969040247678018,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,14,0.015005359056806002,Counterfactual,0.32,0.007502679528403001,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,884,0.947481243301179,Counterfactual,0.32,0.4887459807073955,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,35,0.03751339764201501,Counterfactual,0.32,0.9812433011789925,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.32,0.003837719298245614,NA
docs,docs,Belief Trump Mishandled Documents,Democratic,0,847,0.9287280701754386,Counterfactual,0.32,0.4720394736842105,"No
change"
docs,docs,Belief Trump Mishandled Documents,Democratic,1,58,0.06359649122807018,Counterfactual,0.32,0.9682017543859649,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,-1,9,0.023255813953488372,Counterfactual,0.32,0.011627906976744186,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Neither,0,357,0.9224806201550387,Counterfactual,0.32,0.4844961240310078,"No
change"
docs,docs,Belief Trump Mishandled Documents,Neither,1,21,0.05426356589147287,Counterfactual,0.32,0.9728682170542635,"More
likely"
general,vote,"Vote Choice, General Election",Democratic,-1,6,0.007263922518159807,Counterfactual,0.32,0.0036319612590799033,NA
general,vote,"Vote Choice, General Election",Democratic,0,813,0.9842615012106537,Counterfactual,0.32,0.4993946731234866,"No
change"
general,vote,"Vote Choice, General Election",Democratic,1,7,0.00847457627118644,Counterfactual,0.32,0.9957627118644067,"More
likely"
general,vote,"Vote Choice, General Election",Neither,-1,6,0.01680672268907563,Counterfactual,0.32,0.008403361344537815,"Less
likely"
general,vote,"Vote Choice, General Election",Neither,0,342,0.957983193277311,Counterfactual,0.32,0.49579831932773116,"No
change"
general,vote,"Vote Choice, General Election",Neither,1,9,0.025210084033613446,Counterfactual,0.32,0.9873949579831933,"More
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,-1,21,0.021671826625386997,Counterfactual,0.32,0.010835913312693499,"Less
likely"
primary,vote,"Vote Choice, Republican Primary",Republican,0,942,0.9721362229102167,Counterfactual,0.32,0.5077399380804954,"No
change"
primary,vote,"Vote Choice, Republican Primary",Republican,1,6,0.006191950464396285,Counterfactual,0.32,0.9969040247678018,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,-1,13,0.013933547695605574,Counterfactual,0.33,0.006966773847802787,"Less
likely"
docs,docs,Belief Trump Mishandled Documents,Republican,0,885,0.9485530546623794,Counterfactual,0.33,0.4882100750267953,"No
change"
docs,docs,Belief Trump Mishandled Documents,Republican,1,35,0.03751339764201501,Counterfactual,0.33,0.9812433011789925,"More
likely"
docs,docs,Belief Trump Mishandled Documents,Democratic,-1,7,0.007675438596491228,Counterfactual,0.33,0.003837719298245614,NA
