"topic","topic2","Topic","party","sign","N","P","measure","threshold","label_Y_position","Label"
"general","vote","Vote Choice, General Election","Republican",-1,21,0.185840707964602,"     Change",-0.14,0.0929203539823009,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,52,0.460176991150442,"     Change",-0.14,0.415929203539823,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,40,0.353982300884956,"     Change",-0.14,0.823008849557522,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,609,0.643763213530655,"     Change",-0.14,0.321881606765328,NA
"general","vote","Vote Choice, General Election","Democrat",0,283,0.299154334038055,"     Change",-0.14,0.793340380549683,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,54,0.0570824524312896,"     Change",-0.14,0.971458773784355,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,112,0.358974358974359,"     Change",-0.14,0.17948717948718,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,140,0.448717948717949,"     Change",-0.14,0.583333333333333,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,60,0.192307692307692,"     Change",-0.14,0.903846153846154,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,131,0.145232815964523,"     Change",-0.14,0.0726164079822616,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,380,0.421286031042129,"     Change",-0.14,0.355875831485588,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,391,0.433481152993348,"     Change",-0.14,0.783259423503326,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,22,0.55,"     Change",-0.14,0.275,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,12,0.3,"     Change",-0.14,0.7,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,6,0.15,"     Change",-0.14,0.925,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,18,0.321428571428571,"     Change",-0.14,0.160714285714286,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,26,0.464285714285714,"     Change",-0.14,0.553571428571429,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,12,0.214285714285714,"     Change",-0.14,0.892857142857143,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,430,0.424901185770751,"Change",-0.15,0.212450592885375,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,436,0.430830039525692,"Change",-0.15,0.640316205533597,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,146,0.144268774703557,"Change",-0.15,0.927865612648221,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,52,0.0528455284552846,"Change",-0.15,0.0264227642276423,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,154,0.15650406504065,"Change",-0.15,0.13109756097561,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,778,0.790650406504065,"Change",-0.15,0.604674796747968,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,61,0.163978494623656,"Change",-0.15,0.081989247311828,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,155,0.416666666666667,"Change",-0.15,0.372311827956989,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,156,0.419354838709677,"Change",-0.15,0.790322580645161,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,21,0.185840707964602,"     Change",-0.15,0.0929203539823009,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,52,0.460176991150442,"     Change",-0.15,0.415929203539823,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,40,0.353982300884956,"     Change",-0.15,0.823008849557522,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,609,0.643763213530655,"     Change",-0.15,0.321881606765328,NA
"general","vote","Vote Choice, General Election","Democrat",0,283,0.299154334038055,"     Change",-0.15,0.793340380549683,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,54,0.0570824524312896,"     Change",-0.15,0.971458773784355,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,112,0.358974358974359,"     Change",-0.15,0.17948717948718,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,140,0.448717948717949,"     Change",-0.15,0.583333333333333,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,60,0.192307692307692,"     Change",-0.15,0.903846153846154,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,131,0.145232815964523,"     Change",-0.15,0.0726164079822616,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,380,0.421286031042129,"     Change",-0.15,0.355875831485588,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,391,0.433481152993348,"     Change",-0.15,0.783259423503326,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,22,0.55,"     Change",-0.15,0.275,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,12,0.3,"     Change",-0.15,0.7,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,6,0.15,"     Change",-0.15,0.925,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,18,0.321428571428571,"     Change",-0.15,0.160714285714286,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,26,0.464285714285714,"     Change",-0.15,0.553571428571429,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,12,0.214285714285714,"     Change",-0.15,0.892857142857143,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,430,0.424901185770751,"Change",-0.16,0.212450592885375,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,436,0.430830039525692,"Change",-0.16,0.640316205533597,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,146,0.144268774703557,"Change",-0.16,0.927865612648221,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,52,0.0528455284552846,"Change",-0.16,0.0264227642276423,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,154,0.15650406504065,"Change",-0.16,0.13109756097561,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,778,0.790650406504065,"Change",-0.16,0.604674796747968,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,61,0.163978494623656,"Change",-0.16,0.081989247311828,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,155,0.416666666666667,"Change",-0.16,0.372311827956989,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,156,0.419354838709677,"Change",-0.16,0.790322580645161,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,21,0.185840707964602,"     Change",-0.16,0.0929203539823009,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,52,0.460176991150442,"     Change",-0.16,0.415929203539823,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,40,0.353982300884956,"     Change",-0.16,0.823008849557522,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,609,0.643763213530655,"     Change",-0.16,0.321881606765328,NA
"general","vote","Vote Choice, General Election","Democrat",0,283,0.299154334038055,"     Change",-0.16,0.793340380549683,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,54,0.0570824524312896,"     Change",-0.16,0.971458773784355,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,112,0.358974358974359,"     Change",-0.16,0.17948717948718,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,140,0.448717948717949,"     Change",-0.16,0.583333333333333,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,60,0.192307692307692,"     Change",-0.16,0.903846153846154,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,131,0.145232815964523,"     Change",-0.16,0.0726164079822616,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,380,0.421286031042129,"     Change",-0.16,0.355875831485588,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,391,0.433481152993348,"     Change",-0.16,0.783259423503326,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,22,0.55,"     Change",-0.16,0.275,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,12,0.3,"     Change",-0.16,0.7,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,6,0.15,"     Change",-0.16,0.925,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,18,0.321428571428571,"     Change",-0.16,0.160714285714286,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,26,0.464285714285714,"     Change",-0.16,0.553571428571429,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,12,0.214285714285714,"     Change",-0.16,0.892857142857143,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,137,0.149237472766885,"Counterfactual",0,0.0746187363834423,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,487,0.530501089324619,"Counterfactual",0,0.414488017429194,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,294,0.320261437908497,"Counterfactual",0,0.839869281045752,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,115,0.123922413793103,"Counterfactual",0,0.0619612068965517,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,490,0.52801724137931,"Counterfactual",0,0.387931034482759,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,323,0.348060344827586,"Counterfactual",0,0.825969827586207,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,60,0.169971671388102,"Counterfactual",0,0.084985835694051,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,179,0.507082152974504,"Counterfactual",0,0.423512747875354,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,114,0.322946175637394,"Counterfactual",0,0.838526912181303,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,18,0.18,"Counterfactual",0,0.09,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,59,0.59,"Counterfactual",0,0.475,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,23,0.23,"Counterfactual",0,0.885,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,105,0.131909547738693,"Counterfactual",0,0.0659547738693467,NA
"general","vote","Vote Choice, General Election","Democrat",0,609,0.765075376884422,"Counterfactual",0,0.514447236180904,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,82,0.103015075376884,"Counterfactual",0,0.948492462311558,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,45,0.170454545454545,"Counterfactual",0,0.0852272727272727,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,165,0.625,"Counterfactual",0,0.482954545454545,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,54,0.204545454545455,"Counterfactual",0,0.897727272727273,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,160,0.186046511627907,"Counterfactual",0,0.0930232558139535,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,596,0.693023255813954,"Counterfactual",0,0.532558139534884,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,104,0.12093023255814,"Counterfactual",0,0.93953488372093,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,4,0.0930232558139535,"Counterfactual",0,0.0465116279069767,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,32,0.744186046511628,"Counterfactual",0,0.465116279069767,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,7,0.162790697674419,"Counterfactual",0,0.918604651162791,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,9,0.15,"Counterfactual",0,0.075,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,46,0.766666666666667,"Counterfactual",0,0.533333333333333,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,5,0.0833333333333333,"Counterfactual",0,0.958333333333333,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,133,0.144880174291939,"Counterfactual",0.01,0.0724400871459695,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,498,0.542483660130719,"Counterfactual",0.01,0.416122004357298,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,287,0.312636165577342,"Counterfactual",0.01,0.843681917211329,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,114,0.122844827586207,"Counterfactual",0.01,0.0614224137931034,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,491,0.529094827586207,"Counterfactual",0.01,0.38739224137931,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,323,0.348060344827586,"Counterfactual",0.01,0.825969827586207,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,60,0.169971671388102,"Counterfactual",0.01,0.084985835694051,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,183,0.518413597733711,"Counterfactual",0.01,0.429178470254958,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,110,0.311614730878187,"Counterfactual",0.01,0.844192634560907,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,18,0.18,"Counterfactual",0.01,0.09,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,59,0.59,"Counterfactual",0.01,0.475,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,23,0.23,"Counterfactual",0.01,0.885,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,101,0.126884422110553,"Counterfactual",0.01,0.0634422110552764,NA
"general","vote","Vote Choice, General Election","Democrat",0,614,0.771356783919598,"Counterfactual",0.01,0.512562814070352,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,81,0.101758793969849,"Counterfactual",0.01,0.949120603015075,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,43,0.162878787878788,"Counterfactual",0.01,0.0814393939393939,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,169,0.640151515151515,"Counterfactual",0.01,0.482954545454545,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,52,0.196969696969697,"Counterfactual",0.01,0.901515151515151,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,157,0.182558139534884,"Counterfactual",0.01,0.0912790697674419,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,603,0.701162790697674,"Counterfactual",0.01,0.533139534883721,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,100,0.116279069767442,"Counterfactual",0.01,0.941860465116279,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,4,0.0930232558139535,"Counterfactual",0.01,0.0465116279069767,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,32,0.744186046511628,"Counterfactual",0.01,0.465116279069767,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,7,0.162790697674419,"Counterfactual",0.01,0.918604651162791,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,9,0.15,"Counterfactual",0.01,0.075,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,46,0.766666666666667,"Counterfactual",0.01,0.533333333333333,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,5,0.0833333333333333,"Counterfactual",0.01,0.958333333333333,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,101,0.110021786492375,"Counterfactual",0.02,0.0550108932461874,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,579,0.630718954248366,"Counterfactual",0.02,0.425381263616558,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,238,0.259259259259259,"Counterfactual",0.02,0.87037037037037,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,76,0.0818965517241379,"Counterfactual",0.02,0.040948275862069,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,578,0.622844827586207,"Counterfactual",0.02,0.393318965517241,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,274,0.295258620689655,"Counterfactual",0.02,0.852370689655172,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,46,0.130311614730878,"Counterfactual",0.02,0.0651558073654391,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,212,0.60056657223796,"Counterfactual",0.02,0.430594900849858,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,95,0.269121813031161,"Counterfactual",0.02,0.865439093484419,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,17,0.17,"Counterfactual",0.02,0.085,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,65,0.65,"Counterfactual",0.02,0.495,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,18,0.18,"Counterfactual",0.02,0.91,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,63,0.0791457286432161,"Counterfactual",0.02,0.039572864321608,NA
"general","vote","Vote Choice, General Election","Democrat",0,690,0.866834170854271,"Counterfactual",0.02,0.512562814070352,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,43,0.0540201005025126,"Counterfactual",0.02,0.972989949748744,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,30,0.113636363636364,"Counterfactual",0.02,0.0568181818181818,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,196,0.742424242424242,"Counterfactual",0.02,0.484848484848485,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,38,0.143939393939394,"Counterfactual",0.02,0.928030303030303,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,111,0.12906976744186,"Counterfactual",0.02,0.0645348837209302,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,674,0.783720930232558,"Counterfactual",0.02,0.52093023255814,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,75,0.0872093023255814,"Counterfactual",0.02,0.956395348837209,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,3,0.0697674418604651,"Counterfactual",0.02,0.0348837209302326,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,35,0.813953488372093,"Counterfactual",0.02,0.476744186046512,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,5,0.116279069767442,"Counterfactual",0.02,0.941860465116279,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,6,0.1,"Counterfactual",0.02,0.05,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,49,0.816666666666667,"Counterfactual",0.02,0.508333333333333,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,5,0.0833333333333333,"Counterfactual",0.02,0.958333333333333,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,89,0.0969498910675381,"Counterfactual",0.03,0.0484749455337691,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,614,0.668845315904139,"Counterfactual",0.03,0.431372549019608,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,215,0.234204793028322,"Counterfactual",0.03,0.882897603485839,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,64,0.0689655172413793,"Counterfactual",0.03,0.0344827586206897,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,613,0.660560344827586,"Counterfactual",0.03,0.399245689655172,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,251,0.270474137931034,"Counterfactual",0.03,0.864762931034483,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,40,0.113314447592068,"Counterfactual",0.03,0.056657223796034,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,225,0.637393767705382,"Counterfactual",0.03,0.432011331444759,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,88,0.24929178470255,"Counterfactual",0.03,0.875354107648725,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,13,0.13,"Counterfactual",0.03,0.065,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,71,0.71,"Counterfactual",0.03,0.485,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,16,0.16,"Counterfactual",0.03,0.92,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,48,0.0603015075376884,"Counterfactual",0.03,0.0301507537688442,NA
"general","vote","Vote Choice, General Election","Democrat",0,719,0.903266331658292,"Counterfactual",0.03,0.511934673366834,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,29,0.0364321608040201,"Counterfactual",0.03,0.98178391959799,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,24,0.0909090909090909,"Counterfactual",0.03,0.0454545454545455,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,204,0.772727272727273,"Counterfactual",0.03,0.477272727272727,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,36,0.136363636363636,"Counterfactual",0.03,0.931818181818182,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,97,0.112790697674419,"Counterfactual",0.03,0.0563953488372093,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,704,0.818604651162791,"Counterfactual",0.03,0.522093023255814,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,59,0.0686046511627907,"Counterfactual",0.03,0.965697674418605,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,3,0.0697674418604651,"Counterfactual",0.03,0.0348837209302326,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,37,0.86046511627907,"Counterfactual",0.03,0.5,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,3,0.0697674418604651,"Counterfactual",0.03,0.965116279069767,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,5,0.0833333333333333,"Counterfactual",0.03,0.0416666666666667,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,50,0.833333333333333,"Counterfactual",0.03,0.5,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,5,0.0833333333333333,"Counterfactual",0.03,0.958333333333333,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,79,0.0860566448801743,"Counterfactual",0.04,0.0430283224400871,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,640,0.697167755991285,"Counterfactual",0.04,0.434640522875817,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,199,0.21677559912854,"Counterfactual",0.04,0.89161220043573,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,51,0.0549568965517241,"Counterfactual",0.04,0.0274784482758621,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,635,0.68426724137931,"Counterfactual",0.04,0.397090517241379,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,242,0.260775862068966,"Counterfactual",0.04,0.869612068965517,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,35,0.0991501416430595,"Counterfactual",0.04,0.0495750708215297,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,242,0.685552407932011,"Counterfactual",0.04,0.441926345609065,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,76,0.215297450424929,"Counterfactual",0.04,0.892351274787535,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,13,0.13,"Counterfactual",0.04,0.065,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,71,0.71,"Counterfactual",0.04,0.485,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,16,0.16,"Counterfactual",0.04,0.92,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,35,0.0439698492462312,"Counterfactual",0.04,0.0219849246231156,NA
"general","vote","Vote Choice, General Election","Democrat",0,734,0.922110552763819,"Counterfactual",0.04,0.505025125628141,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,27,0.0339195979899497,"Counterfactual",0.04,0.983040201005025,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,24,0.0909090909090909,"Counterfactual",0.04,0.0454545454545455,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,212,0.803030303030303,"Counterfactual",0.04,0.492424242424242,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,28,0.106060606060606,"Counterfactual",0.04,0.946969696969697,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,84,0.0976744186046512,"Counterfactual",0.04,0.0488372093023256,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,730,0.848837209302326,"Counterfactual",0.04,0.522093023255814,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,46,0.0534883720930233,"Counterfactual",0.04,0.973255813953488,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Democrat",-1,2,0.0465116279069767,"Counterfactual",0.04,0.0232558139534884,NA
"primary","vote","Vote Choice, Republican Primary","Democrat",0,38,0.883720930232558,"Counterfactual",0.04,0.488372093023256,"No
change"
"primary","vote","Vote Choice, Republican Primary","Democrat",1,3,0.0697674418604651,"Counterfactual",0.04,0.965116279069767,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",-1,4,0.0666666666666667,"Counterfactual",0.04,0.0333333333333333,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Independent",0,53,0.883333333333333,"Counterfactual",0.04,0.508333333333333,"No
change"
"primary","vote","Vote Choice, Republican Primary","Independent",1,3,0.05,"Counterfactual",0.04,0.975,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",-1,67,0.0729847494553377,"Counterfactual",0.05,0.0364923747276688,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Republican",0,666,0.725490196078431,"Counterfactual",0.05,0.435729847494553,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Republican",1,185,0.201525054466231,"Counterfactual",0.05,0.899237472766885,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Democrat",-1,44,0.0474137931034483,"Counterfactual",0.05,0.0237068965517241,NA
"docs","docs","Belief Trump Mishandled Docs","Democrat",0,653,0.703663793103448,"Counterfactual",0.05,0.399245689655172,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Democrat",1,231,0.248922413793103,"Counterfactual",0.05,0.875538793103448,"More
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",-1,31,0.0878186968838527,"Counterfactual",0.05,0.0439093484419263,"Less
likely"
"docs","docs","Belief Trump Mishandled Docs","Independent",0,248,0.702549575070821,"Counterfactual",0.05,0.439093484419263,"No
change"
"docs","docs","Belief Trump Mishandled Docs","Independent",1,74,0.209631728045326,"Counterfactual",0.05,0.895184135977337,"More
likely"
"general","vote","Vote Choice, General Election","Republican",-1,11,0.11,"Counterfactual",0.05,0.055,"Less
likely"
"general","vote","Vote Choice, General Election","Republican",0,74,0.74,"Counterfactual",0.05,0.48,"No
change"
"general","vote","Vote Choice, General Election","Republican",1,15,0.15,"Counterfactual",0.05,0.925,"More
likely"
"general","vote","Vote Choice, General Election","Democrat",-1,32,0.0402010050251256,"Counterfactual",0.05,0.0201005025125628,NA
"general","vote","Vote Choice, General Election","Democrat",0,742,0.9321608040201,"Counterfactual",0.05,0.506281407035176,"No
change"
"general","vote","Vote Choice, General Election","Democrat",1,22,0.0276381909547739,"Counterfactual",0.05,0.986180904522613,"More
likely"
"general","vote","Vote Choice, General Election","Independent",-1,21,0.0795454545454545,"Counterfactual",0.05,0.0397727272727273,"Less
likely"
"general","vote","Vote Choice, General Election","Independent",0,219,0.829545454545455,"Counterfactual",0.05,0.494318181818182,"No
change"
"general","vote","Vote Choice, General Election","Independent",1,24,0.0909090909090909,"Counterfactual",0.05,0.954545454545455,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,72,0.0837209302325581,"Counterfactual",0.05,0.0418604651162791,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,748,0.869767441860465,"Counterfactual",0.05,0.518604651162791,"No
change"
