"topic","topic2","Topic","primary_party","sign","N","P","measure","threshold","label_Y_position","Label"
"primary","vote","Vote Choice, Republican Primary","Republican",1,33,0.0340557275541796,"Counterfactual",0.08,0.98297213622291,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,39,0.0418006430868167,"Counterfactual",0.09,0.0209003215434084,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,750,0.803858520900322,"Counterfactual",0.09,0.443729903536977,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,144,0.154340836012862,"Counterfactual",0.09,0.922829581993569,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,24,0.0263157894736842,"Counterfactual",0.09,0.0131578947368421,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,681,0.74671052631579,"Counterfactual",0.09,0.399671052631579,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,207,0.226973684210526,"Counterfactual",0.09,0.886513157894737,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,31,0.0801033591731266,"Counterfactual",0.09,0.0400516795865633,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,290,0.749354005167959,"Counterfactual",0.09,0.454780361757106,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,66,0.170542635658915,"Counterfactual",0.09,0.914728682170543,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,20,0.0242130750605327,"Counterfactual",0.09,0.0121065375302663,NA
"general","vote","Vote Choice, General Election","Democratic",0,786,0.951573849878935,"Counterfactual",0.09,0.5,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,20,0.0242130750605327,"Counterfactual",0.09,0.987893462469734,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,26,0.0728291316526611,"Counterfactual",0.09,0.0364145658263305,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,305,0.854341736694678,"Counterfactual",0.09,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,26,0.0728291316526611,"Counterfactual",0.09,0.963585434173669,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,57,0.0588235294117647,"Counterfactual",0.09,0.0294117647058824,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,880,0.908152734778122,"Counterfactual",0.09,0.512899896800826,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,32,0.0330237358101135,"Counterfactual",0.09,0.983488132094943,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,37,0.0396570203644159,"Counterfactual",0.1,0.0198285101822079,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,763,0.817792068595927,"Counterfactual",0.1,0.448553054662379,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,133,0.142550911039657,"Counterfactual",0.1,0.928724544480171,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,20,0.0219298245614035,"Counterfactual",0.1,0.0109649122807018,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,704,0.771929824561403,"Counterfactual",0.1,0.407894736842105,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,188,0.206140350877193,"Counterfactual",0.1,0.896929824561403,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,26,0.0671834625322997,"Counterfactual",0.1,0.0335917312661499,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,300,0.775193798449612,"Counterfactual",0.1,0.454780361757106,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,61,0.157622739018088,"Counterfactual",0.1,0.921188630490956,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,20,0.0242130750605327,"Counterfactual",0.1,0.0121065375302663,NA
"general","vote","Vote Choice, General Election","Democratic",0,788,0.953995157384988,"Counterfactual",0.1,0.501210653753027,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,18,0.0217917675544794,"Counterfactual",0.1,0.98910411622276,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,25,0.0700280112044818,"Counterfactual",0.1,0.0350140056022409,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,309,0.865546218487395,"Counterfactual",0.1,0.502801120448179,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,23,0.0644257703081232,"Counterfactual",0.1,0.967787114845938,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,52,0.0536635706914345,"Counterfactual",0.1,0.0268317853457172,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,887,0.915376676986584,"Counterfactual",0.1,0.511351909184727,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,30,0.0309597523219814,"Counterfactual",0.1,0.984520123839009,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,37,0.0396570203644159,"Counterfactual",0.11,0.0198285101822079,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,774,0.829581993569132,"Counterfactual",0.11,0.454448017148982,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,122,0.130760986066452,"Counterfactual",0.11,0.934619506966774,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,19,0.0208333333333333,"Counterfactual",0.11,0.0104166666666667,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,709,0.777412280701754,"Counterfactual",0.11,0.409539473684211,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,184,0.201754385964912,"Counterfactual",0.11,0.899122807017544,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,24,0.062015503875969,"Counterfactual",0.11,0.0310077519379845,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,303,0.782945736434108,"Counterfactual",0.11,0.453488372093023,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,60,0.155038759689922,"Counterfactual",0.11,0.922480620155039,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,18,0.0217917675544794,"Counterfactual",0.11,0.0108958837772397,NA
"general","vote","Vote Choice, General Election","Democratic",0,790,0.956416464891041,"Counterfactual",0.11,0.5,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,18,0.0217917675544794,"Counterfactual",0.11,0.98910411622276,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,22,0.061624649859944,"Counterfactual",0.11,0.030812324929972,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,313,0.876750700280112,"Counterfactual",0.11,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,22,0.061624649859944,"Counterfactual",0.11,0.969187675070028,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,48,0.0495356037151703,"Counterfactual",0.11,0.0247678018575851,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,892,0.920536635706914,"Counterfactual",0.11,0.509803921568627,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,29,0.0299277605779154,"Counterfactual",0.11,0.985036119711042,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,36,0.0385852090032154,"Counterfactual",0.12,0.0192926045016077,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,782,0.838156484458735,"Counterfactual",0.12,0.457663451232583,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,115,0.123258306538049,"Counterfactual",0.12,0.938370846730975,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,18,0.0197368421052632,"Counterfactual",0.12,0.00986842105263158,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,717,0.786184210526316,"Counterfactual",0.12,0.412828947368421,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,177,0.194078947368421,"Counterfactual",0.12,0.90296052631579,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,23,0.0594315245478036,"Counterfactual",0.12,0.0297157622739018,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,307,0.79328165374677,"Counterfactual",0.12,0.456072351421189,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,57,0.147286821705426,"Counterfactual",0.12,0.926356589147287,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,17,0.0205811138014528,"Counterfactual",0.12,0.0102905569007264,NA
"general","vote","Vote Choice, General Election","Democratic",0,791,0.957627118644068,"Counterfactual",0.12,0.499394673123487,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,18,0.0217917675544794,"Counterfactual",0.12,0.98910411622276,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,21,0.0588235294117647,"Counterfactual",0.12,0.0294117647058824,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,314,0.879551820728291,"Counterfactual",0.12,0.49859943977591,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,22,0.061624649859944,"Counterfactual",0.12,0.969187675070028,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,47,0.0485036119711042,"Counterfactual",0.12,0.0242518059855521,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,895,0.923632610939113,"Counterfactual",0.12,0.51031991744066,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,27,0.0278637770897833,"Counterfactual",0.12,0.986068111455108,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,32,0.0342979635584137,"Counterfactual",0.13,0.0171489817792069,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,789,0.845659163987138,"Counterfactual",0.13,0.457127545551983,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,112,0.120042872454448,"Counterfactual",0.13,0.939978563772776,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,17,0.018640350877193,"Counterfactual",0.13,0.00932017543859649,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,721,0.790570175438597,"Counterfactual",0.13,0.413925438596491,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,174,0.190789473684211,"Counterfactual",0.13,0.904605263157895,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,20,0.0516795865633075,"Counterfactual",0.13,0.0258397932816537,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,312,0.806201550387597,"Counterfactual",0.13,0.454780361757106,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,55,0.142118863049096,"Counterfactual",0.13,0.928940568475452,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,17,0.0205811138014528,"Counterfactual",0.13,0.0102905569007264,NA
"general","vote","Vote Choice, General Election","Democratic",0,792,0.958837772397094,"Counterfactual",0.13,0.5,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,17,0.0205811138014528,"Counterfactual",0.13,0.989709443099274,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,21,0.0588235294117647,"Counterfactual",0.13,0.0294117647058824,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,315,0.88235294117647,"Counterfactual",0.13,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,21,0.0588235294117647,"Counterfactual",0.13,0.970588235294118,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,46,0.0474716202270382,"Counterfactual",0.13,0.0237358101135191,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,896,0.924664602683179,"Counterfactual",0.13,0.509803921568627,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,27,0.0278637770897833,"Counterfactual",0.13,0.986068111455108,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,31,0.0332261521972133,"Counterfactual",0.14,0.0166130760986066,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,792,0.84887459807074,"Counterfactual",0.14,0.457663451232583,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,110,0.117899249732047,"Counterfactual",0.14,0.941050375133976,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,14,0.0153508771929825,"Counterfactual",0.14,0.00767543859649123,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,732,0.802631578947368,"Counterfactual",0.14,0.416666666666667,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,166,0.182017543859649,"Counterfactual",0.14,0.908991228070175,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,20,0.0516795865633075,"Counterfactual",0.14,0.0258397932816537,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,318,0.821705426356589,"Counterfactual",0.14,0.462532299741602,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,49,0.126614987080103,"Counterfactual",0.14,0.936692506459948,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,15,0.0181598062953995,"Counterfactual",0.14,0.00907990314769976,NA
"general","vote","Vote Choice, General Election","Democratic",0,794,0.961259079903148,"Counterfactual",0.14,0.498789346246973,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,17,0.0205811138014528,"Counterfactual",0.14,0.989709443099274,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,21,0.0588235294117647,"Counterfactual",0.14,0.0294117647058824,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,316,0.88515406162465,"Counterfactual",0.14,0.50140056022409,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,20,0.0560224089635854,"Counterfactual",0.14,0.971988795518207,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,46,0.0474716202270382,"Counterfactual",0.14,0.0237358101135191,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,901,0.929824561403509,"Counterfactual",0.14,0.512383900928793,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,22,0.022703818369453,"Counterfactual",0.14,0.988648090815273,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,30,0.0321543408360129,"Counterfactual",0.15,0.0160771704180064,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,799,0.856377277599143,"Counterfactual",0.15,0.460342979635584,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,104,0.111468381564845,"Counterfactual",0.15,0.944265809217578,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,11,0.0120614035087719,"Counterfactual",0.15,0.00603070175438596,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,739,0.81030701754386,"Counterfactual",0.15,0.417214912280702,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,162,0.177631578947368,"Counterfactual",0.15,0.911184210526316,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,20,0.0516795865633075,"Counterfactual",0.15,0.0258397932816537,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,318,0.821705426356589,"Counterfactual",0.15,0.462532299741602,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,49,0.126614987080103,"Counterfactual",0.15,0.936692506459948,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,13,0.0157384987893462,"Counterfactual",0.15,0.00786924939467312,NA
"general","vote","Vote Choice, General Election","Democratic",0,796,0.963680387409201,"Counterfactual",0.15,0.497578692493947,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,17,0.0205811138014528,"Counterfactual",0.15,0.989709443099274,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,21,0.0588235294117647,"Counterfactual",0.15,0.0294117647058824,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,317,0.887955182072829,"Counterfactual",0.15,0.502801120448179,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,19,0.0532212885154062,"Counterfactual",0.15,0.973389355742297,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,45,0.0464396284829721,"Counterfactual",0.15,0.0232198142414861,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,902,0.930856553147575,"Counterfactual",0.15,0.51186790505676,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,22,0.022703818369453,"Counterfactual",0.15,0.988648090815273,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,29,0.0310825294748124,"Counterfactual",0.16,0.0155412647374062,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,814,0.872454448017149,"Counterfactual",0.16,0.467309753483387,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,90,0.0964630225080386,"Counterfactual",0.16,0.951768488745981,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,10,0.0109649122807018,"Counterfactual",0.16,0.00548245614035088,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,751,0.823464912280702,"Counterfactual",0.16,0.422697368421053,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,151,0.165570175438596,"Counterfactual",0.16,0.917214912280702,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,19,0.0490956072351421,"Counterfactual",0.16,0.0245478036175711,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,324,0.837209302325581,"Counterfactual",0.16,0.467700258397933,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,44,0.113695090439276,"Counterfactual",0.16,0.943152454780362,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,12,0.0145278450363196,"Counterfactual",0.16,0.00726392251815981,NA
"general","vote","Vote Choice, General Election","Democratic",0,798,0.966101694915254,"Counterfactual",0.16,0.497578692493947,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,16,0.0193704600484262,"Counterfactual",0.16,0.990314769975787,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,18,0.0504201680672269,"Counterfactual",0.16,0.0252100840336134,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,321,0.899159663865546,"Counterfactual",0.16,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,18,0.0504201680672269,"Counterfactual",0.16,0.974789915966387,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,41,0.0423116615067079,"Counterfactual",0.16,0.021155830753354,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,908,0.937048503611971,"Counterfactual",0.16,0.510835913312694,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,20,0.020639834881321,"Counterfactual",0.16,0.98968008255934,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,28,0.030010718113612,"Counterfactual",0.17,0.015005359056806,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,820,0.878885316184352,"Counterfactual",0.17,0.469453376205788,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,85,0.0911039657020364,"Counterfactual",0.17,0.954448017148982,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,10,0.0109649122807018,"Counterfactual",0.17,0.00548245614035088,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,760,0.833333333333333,"Counterfactual",0.17,0.427631578947368,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,142,0.155701754385965,"Counterfactual",0.17,0.922149122807018,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,17,0.0439276485788114,"Counterfactual",0.17,0.0219638242894057,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,326,0.842377260981912,"Counterfactual",0.17,0.465116279069767,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,44,0.113695090439276,"Counterfactual",0.17,0.943152454780362,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,10,0.0121065375302663,"Counterfactual",0.17,0.00605326876513317,NA
"general","vote","Vote Choice, General Election","Democratic",0,802,0.970944309927361,"Counterfactual",0.17,0.497578692493947,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,14,0.0169491525423729,"Counterfactual",0.17,0.991525423728814,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,17,0.0476190476190476,"Counterfactual",0.17,0.0238095238095238,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,323,0.904761904761905,"Counterfactual",0.17,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,17,0.0476190476190476,"Counterfactual",0.17,0.976190476190476,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,40,0.0412796697626419,"Counterfactual",0.17,0.020639834881321,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,910,0.939112487100103,"Counterfactual",0.17,0.510835913312693,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,19,0.0196078431372549,"Counterfactual",0.17,0.990196078431373,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,28,0.030010718113612,"Counterfactual",0.18,0.015005359056806,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,822,0.881028938906752,"Counterfactual",0.18,0.470525187566988,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,83,0.0889603429796356,"Counterfactual",0.18,0.955519828510182,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,10,0.0109649122807018,"Counterfactual",0.18,0.00548245614035088,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,764,0.837719298245614,"Counterfactual",0.18,0.429824561403509,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,138,0.151315789473684,"Counterfactual",0.18,0.924342105263158,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,16,0.041343669250646,"Counterfactual",0.18,0.020671834625323,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,327,0.844961240310077,"Counterfactual",0.18,0.463824289405685,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,44,0.113695090439276,"Counterfactual",0.18,0.943152454780362,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,10,0.0121065375302663,"Counterfactual",0.18,0.00605326876513317,NA
"general","vote","Vote Choice, General Election","Democratic",0,804,0.973365617433414,"Counterfactual",0.18,0.498789346246973,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,12,0.0145278450363196,"Counterfactual",0.18,0.99273607748184,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,15,0.0420168067226891,"Counterfactual",0.18,0.0210084033613445,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,326,0.913165266106443,"Counterfactual",0.18,0.49859943977591,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,16,0.0448179271708683,"Counterfactual",0.18,0.977591036414566,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,38,0.0392156862745098,"Counterfactual",0.18,0.0196078431372549,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,913,0.942208462332301,"Counterfactual",0.18,0.51031991744066,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,18,0.0185758513931889,"Counterfactual",0.18,0.990712074303406,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,26,0.0278670953912111,"Counterfactual",0.19,0.0139335476956056,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,828,0.887459807073955,"Counterfactual",0.19,0.471596998928189,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,79,0.0846730975348339,"Counterfactual",0.19,0.957663451232583,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,10,0.0109649122807018,"Counterfactual",0.19,0.00548245614035088,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,774,0.848684210526316,"Counterfactual",0.19,0.43530701754386,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,128,0.140350877192982,"Counterfactual",0.19,0.929824561403509,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,15,0.0387596899224806,"Counterfactual",0.19,0.0193798449612403,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,331,0.855297157622739,"Counterfactual",0.19,0.46640826873385,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,41,0.10594315245478,"Counterfactual",0.19,0.94702842377261,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,9,0.0108958837772397,"Counterfactual",0.19,0.00544794188861985,NA
"general","vote","Vote Choice, General Election","Democratic",0,805,0.974576271186441,"Counterfactual",0.19,0.49818401937046,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,12,0.0145278450363196,"Counterfactual",0.19,0.99273607748184,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,15,0.0420168067226891,"Counterfactual",0.19,0.0210084033613445,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,327,0.915966386554622,"Counterfactual",0.19,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,15,0.0420168067226891,"Counterfactual",0.19,0.978991596638655,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,37,0.0381836945304438,"Counterfactual",0.19,0.0190918472652219,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,916,0.9453044375645,"Counterfactual",0.19,0.510835913312694,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,16,0.0165118679050568,"Counterfactual",0.19,0.991744066047472,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,25,0.0267952840300107,"Counterfactual",0.2,0.0133976420150054,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,833,0.892818863879957,"Counterfactual",0.2,0.473204715969989,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,75,0.0803858520900322,"Counterfactual",0.2,0.959807073954984,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,9,0.00986842105263158,"Counterfactual",0.2,0.00493421052631579,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,788,0.864035087719298,"Counterfactual",0.2,0.441885964912281,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,115,0.12609649122807,"Counterfactual",0.2,0.936951754385965,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,14,0.0361757105943152,"Counterfactual",0.2,0.0180878552971576,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,335,0.8656330749354,"Counterfactual",0.2,0.468992248062016,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,38,0.0981912144702842,"Counterfactual",0.2,0.950904392764858,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,7,0.00847457627118644,"Counterfactual",0.2,0.00423728813559322,NA
"general","vote","Vote Choice, General Election","Democratic",0,807,0.976997578692494,"Counterfactual",0.2,0.496973365617433,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,12,0.0145278450363196,"Counterfactual",0.2,0.99273607748184,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,15,0.0420168067226891,"Counterfactual",0.2,0.0210084033613445,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,327,0.915966386554622,"Counterfactual",0.2,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,15,0.0420168067226891,"Counterfactual",0.2,0.978991596638655,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,31,0.0319917440660475,"Counterfactual",0.2,0.0159958720330237,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,922,0.951496388028896,"Counterfactual",0.2,0.507739938080495,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,16,0.0165118679050568,"Counterfactual",0.2,0.991744066047472,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,23,0.0246516613076099,"Counterfactual",0.21,0.0123258306538049,"Less
likely"
