"topic","topic2","Topic","primary_party","sign","N","P","measure","threshold","label_Y_position","Label"
"general","vote","Vote Choice, General Election","Democratic",1,61,0.0640083945435467,"     Change",-0.13,0.967995802728226,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,147,0.325942350332594,"     Change",-0.13,0.162971175166297,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,208,0.46119733924612,"     Change",-0.13,0.556541019955654,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,96,0.212860310421286,"     Change",-0.13,0.893569844789357,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,172,0.170804369414101,"     Change",-0.13,0.0854021847070506,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,424,0.421052631578947,"     Change",-0.13,0.381330685203575,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,411,0.408142999006951,"     Change",-0.13,0.795928500496524,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,430,0.427010923535253,"Change",-0.14,0.213505461767627,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,425,0.422045680238332,"Change",-0.14,0.638033763654419,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,152,0.150943396226415,"Change",-0.14,0.924528301886792,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,47,0.0493179433368311,"Change",-0.14,0.0246589716684155,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,148,0.155299055613851,"Change",-0.14,0.126967471143757,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,758,0.795383001049318,"Change",-0.14,0.602308499475341,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,74,0.163355408388521,"Change",-0.14,0.0816777041942605,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,197,0.434878587196468,"Change",-0.14,0.380794701986755,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,182,0.401766004415011,"Change",-0.14,0.799116997792494,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,606,0.63588667366212,"     Change",-0.14,0.31794333683106,NA
"general","vote","Vote Choice, General Election","Democratic",0,286,0.300104931794334,"     Change",-0.14,0.785939139559286,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,61,0.0640083945435467,"     Change",-0.14,0.967995802728226,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,147,0.325942350332594,"     Change",-0.14,0.162971175166297,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,208,0.46119733924612,"     Change",-0.14,0.556541019955654,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,96,0.212860310421286,"     Change",-0.14,0.893569844789357,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,172,0.170804369414101,"     Change",-0.14,0.0854021847070506,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,424,0.421052631578947,"     Change",-0.14,0.381330685203575,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,411,0.408142999006951,"     Change",-0.14,0.795928500496524,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,430,0.427010923535253,"Change",-0.15,0.213505461767627,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,425,0.422045680238332,"Change",-0.15,0.638033763654419,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,152,0.150943396226415,"Change",-0.15,0.924528301886792,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,47,0.0493179433368311,"Change",-0.15,0.0246589716684155,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,148,0.155299055613851,"Change",-0.15,0.126967471143757,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,758,0.795383001049318,"Change",-0.15,0.602308499475341,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,74,0.163355408388521,"Change",-0.15,0.0816777041942605,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,197,0.434878587196468,"Change",-0.15,0.380794701986755,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,182,0.401766004415011,"Change",-0.15,0.799116997792494,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,606,0.63588667366212,"     Change",-0.15,0.31794333683106,NA
"general","vote","Vote Choice, General Election","Democratic",0,286,0.300104931794334,"     Change",-0.15,0.785939139559286,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,61,0.0640083945435467,"     Change",-0.15,0.967995802728226,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,147,0.325942350332594,"     Change",-0.15,0.162971175166297,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,208,0.46119733924612,"     Change",-0.15,0.556541019955654,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,96,0.212860310421286,"     Change",-0.15,0.893569844789357,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,172,0.170804369414101,"     Change",-0.15,0.0854021847070506,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,424,0.421052631578947,"     Change",-0.15,0.381330685203575,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,411,0.408142999006951,"     Change",-0.15,0.795928500496524,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,430,0.427010923535253,"Change",-0.16,0.213505461767627,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,425,0.422045680238332,"Change",-0.16,0.638033763654419,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,152,0.150943396226415,"Change",-0.16,0.924528301886792,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,47,0.0493179433368311,"Change",-0.16,0.0246589716684155,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,148,0.155299055613851,"Change",-0.16,0.126967471143757,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,758,0.795383001049318,"Change",-0.16,0.602308499475341,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,74,0.163355408388521,"Change",-0.16,0.0816777041942605,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,197,0.434878587196468,"Change",-0.16,0.380794701986755,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,182,0.401766004415011,"Change",-0.16,0.799116997792494,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,606,0.63588667366212,"     Change",-0.16,0.31794333683106,NA
"general","vote","Vote Choice, General Election","Democratic",0,286,0.300104931794334,"     Change",-0.16,0.785939139559286,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,61,0.0640083945435467,"     Change",-0.16,0.967995802728226,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,147,0.325942350332594,"     Change",-0.16,0.162971175166297,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,208,0.46119733924612,"     Change",-0.16,0.556541019955654,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,96,0.212860310421286,"     Change",-0.16,0.893569844789357,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,172,0.170804369414101,"     Change",-0.16,0.0854021847070506,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,424,0.421052631578947,"     Change",-0.16,0.381330685203575,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,411,0.408142999006951,"     Change",-0.16,0.795928500496524,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,136,0.145766345123258,"Counterfactual",0,0.0728831725616292,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,508,0.544480171489818,"Counterfactual",0,0.418006430868167,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,289,0.309753483386924,"Counterfactual",0,0.845123258306538,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,105,0.115131578947368,"Counterfactual",0,0.0575657894736842,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,481,0.527412280701754,"Counterfactual",0,0.378837719298246,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,326,0.357456140350877,"Counterfactual",0,0.821271929824561,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,75,0.193798449612403,"Counterfactual",0,0.0968992248062016,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,187,0.483204134366925,"Counterfactual",0,0.435400516795866,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,125,0.322997416020672,"Counterfactual",0,0.838501291989664,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,106,0.128329297820823,"Counterfactual",0,0.0641646489104116,NA
"general","vote","Vote Choice, General Election","Democratic",0,625,0.756658595641647,"Counterfactual",0,0.506658595641647,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,95,0.11501210653753,"Counterfactual",0,0.942493946731235,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,70,0.196078431372549,"Counterfactual",0,0.0980392156862745,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,220,0.61624649859944,"Counterfactual",0,0.504201680672269,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,67,0.187675070028011,"Counterfactual",0,0.906162464985994,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,174,0.179566563467492,"Counterfactual",0,0.0897832817337461,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,678,0.69969040247678,"Counterfactual",0,0.529411764705882,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,117,0.120743034055728,"Counterfactual",0,0.939628482972136,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,132,0.141479099678457,"Counterfactual",0.01,0.0707395498392283,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,519,0.556270096463023,"Counterfactual",0.01,0.419614147909968,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,282,0.302250803858521,"Counterfactual",0.01,0.84887459807074,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,104,0.114035087719298,"Counterfactual",0.01,0.0570175438596491,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,483,0.529605263157895,"Counterfactual",0.01,0.378837719298246,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,325,0.356359649122807,"Counterfactual",0.01,0.821820175438597,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,75,0.193798449612403,"Counterfactual",0.01,0.0968992248062016,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,190,0.490956072351421,"Counterfactual",0.01,0.439276485788114,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,122,0.315245478036176,"Counterfactual",0.01,0.842377260981912,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,102,0.123486682808717,"Counterfactual",0.01,0.0617433414043584,NA
"general","vote","Vote Choice, General Election","Democratic",0,630,0.76271186440678,"Counterfactual",0.01,0.504842615012106,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,94,0.113801452784504,"Counterfactual",0.01,0.943099273607748,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,68,0.19047619047619,"Counterfactual",0.01,0.0952380952380952,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,224,0.627450980392157,"Counterfactual",0.01,0.504201680672269,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,65,0.182072829131653,"Counterfactual",0.01,0.908963585434174,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,171,0.176470588235294,"Counterfactual",0.01,0.0882352941176471,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,685,0.706914344685243,"Counterfactual",0.01,0.529927760577915,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,113,0.116615067079463,"Counterfactual",0.01,0.941692466460268,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,97,0.103965702036442,"Counterfactual",0.02,0.0519828510182208,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,604,0.647374062165059,"Counterfactual",0.02,0.427652733118971,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,232,0.248660235798499,"Counterfactual",0.02,0.87566988210075,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,66,0.0723684210526316,"Counterfactual",0.02,0.0361842105263158,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,567,0.62171052631579,"Counterfactual",0.02,0.383223684210526,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,279,0.305921052631579,"Counterfactual",0.02,0.84703947368421,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,63,0.162790697674419,"Counterfactual",0.02,0.0813953488372093,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,222,0.573643410852713,"Counterfactual",0.02,0.449612403100775,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,102,0.263565891472868,"Counterfactual",0.02,0.868217054263566,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,63,0.076271186440678,"Counterfactual",0.02,0.038135593220339,NA
"general","vote","Vote Choice, General Election","Democratic",0,711,0.860774818401937,"Counterfactual",0.02,0.506658595641647,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,52,0.062953995157385,"Counterfactual",0.02,0.968523002421308,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,52,0.145658263305322,"Counterfactual",0.02,0.0728291316526611,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,257,0.719887955182073,"Counterfactual",0.02,0.505602240896359,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,48,0.134453781512605,"Counterfactual",0.02,0.932773109243697,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,121,0.124871001031992,"Counterfactual",0.02,0.0624355005159959,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,763,0.787409700722394,"Counterfactual",0.02,0.518575851393189,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,85,0.087719298245614,"Counterfactual",0.02,0.956140350877193,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,84,0.090032154340836,"Counterfactual",0.03,0.045016077170418,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,641,0.687031082529475,"Counterfactual",0.03,0.433547695605573,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,208,0.222936763129689,"Counterfactual",0.03,0.888531618435155,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,57,0.0625,"Counterfactual",0.03,0.03125,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,596,0.653508771929825,"Counterfactual",0.03,0.389254385964912,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,259,0.283991228070175,"Counterfactual",0.03,0.858004385964912,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,55,0.142118863049096,"Counterfactual",0.03,0.0710594315245478,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,239,0.617571059431525,"Counterfactual",0.03,0.450904392764858,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,93,0.24031007751938,"Counterfactual",0.03,0.87984496124031,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,49,0.0593220338983051,"Counterfactual",0.03,0.0296610169491525,NA
"general","vote","Vote Choice, General Election","Democratic",0,739,0.894673123486683,"Counterfactual",0.03,0.506658595641647,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,38,0.0460048426150121,"Counterfactual",0.03,0.976997578692494,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,40,0.112044817927171,"Counterfactual",0.03,0.0560224089635854,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,273,0.764705882352941,"Counterfactual",0.03,0.494397759103641,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,44,0.123249299719888,"Counterfactual",0.03,0.938375350140056,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,106,0.109391124871001,"Counterfactual",0.03,0.0546955624355005,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,796,0.821465428276574,"Counterfactual",0.03,0.520123839009288,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,67,0.0691434468524252,"Counterfactual",0.03,0.965428276573787,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,74,0.0793140407288317,"Counterfactual",0.04,0.0396570203644159,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,668,0.715969989281886,"Counterfactual",0.04,0.437299035369775,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,191,0.204715969989282,"Counterfactual",0.04,0.897642015005359,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,44,0.0482456140350877,"Counterfactual",0.04,0.0241228070175439,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,621,0.680921052631579,"Counterfactual",0.04,0.388706140350877,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,247,0.270833333333333,"Counterfactual",0.04,0.864583333333333,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,49,0.126614987080103,"Counterfactual",0.04,0.0633074935400517,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,253,0.65374677002584,"Counterfactual",0.04,0.453488372093023,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,85,0.219638242894057,"Counterfactual",0.04,0.890180878552972,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,35,0.0423728813559322,"Counterfactual",0.04,0.0211864406779661,NA
"general","vote","Vote Choice, General Election","Democratic",0,756,0.915254237288136,"Counterfactual",0.04,0.5,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,35,0.0423728813559322,"Counterfactual",0.04,0.978813559322034,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,39,0.109243697478992,"Counterfactual",0.04,0.0546218487394958,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,281,0.787114845938375,"Counterfactual",0.04,0.502801120448179,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,37,0.103641456582633,"Counterfactual",0.04,0.948179271708683,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,91,0.0939112487100103,"Counterfactual",0.04,0.0469556243550052,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,826,0.852425180598555,"Counterfactual",0.04,0.520123839009288,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,52,0.0536635706914345,"Counterfactual",0.04,0.973168214654283,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,63,0.067524115755627,"Counterfactual",0.05,0.0337620578778135,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,690,0.739549839228296,"Counterfactual",0.05,0.437299035369775,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,180,0.192926045016077,"Counterfactual",0.05,0.903536977491961,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,39,0.0427631578947368,"Counterfactual",0.05,0.0213815789473684,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,639,0.700657894736842,"Counterfactual",0.05,0.393092105263158,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,234,0.256578947368421,"Counterfactual",0.05,0.87171052631579,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,42,0.108527131782946,"Counterfactual",0.05,0.0542635658914729,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,263,0.679586563307494,"Counterfactual",0.05,0.448320413436692,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,82,0.211886304909561,"Counterfactual",0.05,0.89405684754522,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,32,0.0387409200968523,"Counterfactual",0.05,0.0193704600484262,NA
"general","vote","Vote Choice, General Election","Democratic",0,764,0.924939467312349,"Counterfactual",0.05,0.501210653753027,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,30,0.036319612590799,"Counterfactual",0.05,0.9818401937046,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,34,0.0952380952380952,"Counterfactual",0.05,0.0476190476190476,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,291,0.815126050420168,"Counterfactual",0.05,0.502801120448179,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,32,0.0896358543417367,"Counterfactual",0.05,0.955182072829132,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,78,0.0804953560371517,"Counterfactual",0.05,0.0402476780185759,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,847,0.874097007223942,"Counterfactual",0.05,0.517543859649123,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,44,0.0454076367389061,"Counterfactual",0.05,0.977296181630547,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,55,0.0589496248660236,"Counterfactual",0.06,0.0294748124330118,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,707,0.757770632368703,"Counterfactual",0.06,0.437834941050375,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,171,0.183279742765273,"Counterfactual",0.06,0.908360128617363,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,35,0.0383771929824561,"Counterfactual",0.06,0.0191885964912281,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,653,0.716008771929825,"Counterfactual",0.06,0.396381578947368,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,224,0.245614035087719,"Counterfactual",0.06,0.87719298245614,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,40,0.103359173126615,"Counterfactual",0.06,0.0516795865633075,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,274,0.708010335917313,"Counterfactual",0.06,0.457364341085271,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,73,0.188630490956072,"Counterfactual",0.06,0.905684754521964,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,28,0.0338983050847458,"Counterfactual",0.06,0.0169491525423729,NA
"general","vote","Vote Choice, General Election","Democratic",0,772,0.934624697336562,"Counterfactual",0.06,0.501210653753027,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,26,0.0314769975786925,"Counterfactual",0.06,0.984261501210654,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,32,0.0896358543417367,"Counterfactual",0.06,0.0448179271708683,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,295,0.826330532212885,"Counterfactual",0.06,0.502801120448179,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,30,0.0840336134453782,"Counterfactual",0.06,0.957983193277311,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,70,0.0722394220846233,"Counterfactual",0.06,0.0361197110423117,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,859,0.886480908152735,"Counterfactual",0.06,0.515479876160991,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,40,0.0412796697626419,"Counterfactual",0.06,0.979360165118679,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,47,0.0503751339764201,"Counterfactual",0.07,0.0251875669882101,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,725,0.777063236870311,"Counterfactual",0.07,0.438906752411576,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,161,0.172561629153269,"Counterfactual",0.07,0.913719185423365,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,27,0.0296052631578947,"Counterfactual",0.07,0.0148026315789474,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,666,0.730263157894737,"Counterfactual",0.07,0.394736842105263,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,219,0.240131578947368,"Counterfactual",0.07,0.879934210526316,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,34,0.0878552971576227,"Counterfactual",0.07,0.0439276485788114,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,285,0.736434108527132,"Counterfactual",0.07,0.456072351421189,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,68,0.175710594315245,"Counterfactual",0.07,0.912144702842377,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,22,0.026634382566586,"Counterfactual",0.07,0.013317191283293,NA
"general","vote","Vote Choice, General Election","Democratic",0,779,0.943099273607748,"Counterfactual",0.07,0.49818401937046,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,25,0.0302663438256659,"Counterfactual",0.07,0.984866828087167,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,28,0.0784313725490196,"Counterfactual",0.07,0.0392156862745098,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,301,0.843137254901961,"Counterfactual",0.07,0.5,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,28,0.0784313725490196,"Counterfactual",0.07,0.96078431372549,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,67,0.0691434468524252,"Counterfactual",0.07,0.0345717234262126,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,867,0.894736842105263,"Counterfactual",0.07,0.516511867905057,"No
change"
"primary","vote","Vote Choice, Republican Primary","Republican",1,35,0.0361197110423117,"Counterfactual",0.07,0.981940144478844,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",-1,42,0.045016077170418,"Counterfactual",0.08,0.022508038585209,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Republican",0,742,0.795284030010718,"Counterfactual",0.08,0.442658092175777,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Republican",1,149,0.159699892818864,"Counterfactual",0.08,0.920150053590568,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Democratic",-1,26,0.0285087719298246,"Counterfactual",0.08,0.0142543859649123,NA
"docs","docs","Belief Trump Mishandled Documents","Democratic",0,671,0.735745614035088,"Counterfactual",0.08,0.396381578947368,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Democratic",1,215,0.235745614035088,"Counterfactual",0.08,0.882127192982456,"More
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",-1,32,0.082687338501292,"Counterfactual",0.08,0.041343669250646,"Less
likely"
"docs","docs","Belief Trump Mishandled Documents","Neither",0,289,0.746770025839793,"Counterfactual",0.08,0.456072351421189,"No
change"
"docs","docs","Belief Trump Mishandled Documents","Neither",1,66,0.170542635658915,"Counterfactual",0.08,0.914728682170542,"More
likely"
"general","vote","Vote Choice, General Election","Democratic",-1,21,0.0254237288135593,"Counterfactual",0.08,0.0127118644067797,NA
"general","vote","Vote Choice, General Election","Democratic",0,782,0.946731234866828,"Counterfactual",0.08,0.498789346246973,"No
change"
"general","vote","Vote Choice, General Election","Democratic",1,23,0.0278450363196126,"Counterfactual",0.08,0.986077481840194,"More
likely"
"general","vote","Vote Choice, General Election","Neither",-1,28,0.0784313725490196,"Counterfactual",0.08,0.0392156862745098,"Less
likely"
"general","vote","Vote Choice, General Election","Neither",0,302,0.84593837535014,"Counterfactual",0.08,0.50140056022409,"No
change"
"general","vote","Vote Choice, General Election","Neither",1,27,0.0756302521008403,"Counterfactual",0.08,0.96218487394958,"More
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",-1,60,0.0619195046439628,"Counterfactual",0.08,0.0309597523219814,"Less
likely"
"primary","vote","Vote Choice, Republican Primary","Republican",0,876,0.904024767801858,"Counterfactual",0.08,0.513931888544892,"No
change"
